bioid_number;0x;0y;1x;1y;2x;2y;3x;3y;4x;4y;5x;5y;6x;6y;7x;7y;8x;8y;9x;9y;10x;10y;11x;11y;12x;12y;13x;13y;14x;14y;15x;15y;16x;16y;17x;17y;18x;18y;19x;19y
1087;160.887;98.2561;251.162;96.9154;168.484;191.213;245.799;190.319;128.709;84.8489;186.807;82.1674;222.113;86.6365;283.786;83.5082;126.028;104.513;145.245;99.5968;176.975;99.1499;236.414;98.703;266.804;99.5968;286.021;103.172;205.131;146.522;191.277;154.12;223.007;153.673;206.025;186.297;205.578;206.408;208.706;246.183
1088;161.334;102.725;254.291;100.491;173.4;194.341;246.246;193.894;130.05;90.2118;188.148;90.6587;221.219;91.9994;284.68;89.318;126.028;108.088;146.139;104.513;177.869;104.066;237.755;103.172;268.145;102.725;285.574;105.407;207.365;155.46;193.958;160.376;227.476;159.482;208.259;190.766;208.259;214.452;208.706;251.546
1089;159.993;108.982;251.162;107.641;168.037;205.961;247.14;203.279;128.263;91.5525;182.338;98.703;223.454;98.2561;285.574;95.5747;126.028;109.876;144.351;110.323;176.529;110.77;235.52;109.429;268.592;109.429;286.468;115.686;204.237;159.036;190.383;168.421;222.56;168.421;206.918;201.492;206.025;223.39;206.025;257.355
1090;159.099;115.239;251.609;112.557;170.272;209.536;237.755;211.771;128.263;93.787;180.551;102.278;223.901;104.96;283.786;100.938;122.9;116.132;143.011;116.132;174.741;117.473;235.074;114.345;266.357;115.239;285.127;118.367;203.79;167.974;188.148;174.677;223.454;174.677;206.025;205.514;205.131;232.775;205.131;264.506
1091;163.568;134.903;254.737;132.221;174.741;226.966;252.503;226.072;129.603;119.708;185.914;123.73;231.657;120.258;288.256;119.261;125.134;138.478;145.692;137.584;179.21;137.137;240.436;134.903;271.72;134.456;287.809;135.796;210.94;188.532;197.533;194.341;229.711;192.554;211.834;227.412;212.728;248.417;214.069;287.298
1092;155.524;104.066;245.352;100.491;164.909;191.66;238.202;193.001;118.431;85.7427;175.635;83.9551;214.963;84.8489;275.742;88.4242;117.537;108.982;138.541;106.3;168.037;102.725;227.476;100.938;257.866;102.278;276.189;106.3;196.193;141.159;185.02;152.779;214.069;152.332;197.533;184.956;197.533;212.665;198.427;255.121
1093;172.06;147.416;262.335;146.522;178.763;237.244;251.609;235.457;136.307;129.987;191.723;134.009;232.839;135.349;291.384;132.668;133.179;146.969;154.183;148.757;185.914;148.31;245.799;146.969;273.508;147.416;292.302;148.117;218.091;199.257;199.197;203.315;232.839;203.726;214.963;234.563;216.303;252.439;216.303;288.192
1094;169.825;121.495;261.441;120.155;176.975;218.921;253.397;216.24;135.413;104.96;194.405;105.407;240.147;104.809;291.384;106.747;133.625;125.071;151.949;124.624;184.573;123.283;245.799;121.495;275.742;122.389;294.065;126.858;216.75;170.208;202.803;178.212;232.392;177.806;216.75;211.324;216.75;231.435;217.644;270.763
1095;228.817;84.8489;279.317;84.402;231.945;131.327;279.764;129.093;212.281;73.6762;242.224;74.1231;270.379;73.2293;296.3;71.8886;206.918;86.1896;220.772;86.1896;238.202;84.402;269.932;83.9551;287.809;85.2958;300.769;84.8489;256.078;99.1499;251.162;107.194;263.229;106.3;257.419;122.389;256.972;132.221;255.184;163.505
1096;201.109;88.8711;251.162;83.5082;211.834;138.478;245.799;134.009;184.126;81.7205;210.047;77.2515;239.543;74.1231;267.688;71.5019;180.104;95.1278;192.617;91.5525;209.153;87.9772;241.777;85.2958;259.653;84.8489;273.954;83.0613;226.582;101.831;220.772;110.323;233.286;108.535;228.37;125.071;229.711;145.181;231.051;172.89
1097;193.511;84.8489;243.118;79.486;202.002;133.562;242.224;128.199;177.422;74.57;204.684;71.8886;231.051;67.8664;258.76;66.0788;172.506;89.7649;185.02;87.5303;201.555;83.5082;233.286;80.3798;252.503;79.0391;265.506;79.2203;216.303;95.5747;212.281;104.513;224.795;102.725;220.326;121.942;221.219;134.009;223.007;168.421
1098;186.361;80.8267;237.308;74.1231;194.405;129.987;241.33;124.177;171.613;68.3133;196.639;66.0788;225.688;62.0566;252.056;59.8221;164.909;85.2958;177.422;82.6144;193.958;78.1453;228.817;75.0169;245.799;73.2293;259.653;74.57;210.494;89.318;206.471;99.5968;219.879;97.3623;215.41;117.473;216.303;130.88;216.75;162.164
1099;179.657;79.9329;229.711;72.7824;188.595;128.199;231.945;120.602;160.887;72.3355;190.383;65.6319;218.091;61.6097;245.799;59.8221;157.312;86.6365;171.166;82.6144;188.148;78.5922;221.219;73.6762;238.649;72.7824;251.609;72.3355;204.237;86.6365;198.874;97.8092;211.387;96.4685;207.812;115.686;209.153;128.646;209.6;158.142
1100;184.126;80.8267;235.074;75.4638;193.958;130.88;233.733;126.411;168.931;70.1009;193.958;69.2071;224.348;63.8442;248.481;61.6097;162.228;85.7427;176.082;83.5082;193.511;79.486;225.242;76.8046;243.565;76.3576;257.419;73.6762;209.153;90.2118;204.237;100.938;217.197;99.1499;212.281;115.239;214.963;138.031;217.197;165.292
1101;179.657;81.7205;229.264;75.4638;190.83;128.646;228.817;124.624;164.462;71.4417;190.83;67.8664;222.034;62.3045;244.905;61.1628;157.312;87.5303;170.272;83.9551;189.042;80.3798;219.87;76.9609;239.096;75.0169;252.503;75.4638;205.131;90.2118;199.321;99.1499;211.834;97.8092;207.365;114.792;209.996;134.544;213.622;163.505
1102;180.998;83.0613;231.945;78.1453;190.83;133.562;230.158;128.646;165.333;72.5257;192.17;71.4417;219.879;66.0788;248.034;66.5257;160.44;88.8711;173.847;84.8489;190.383;81.7205;222.56;79.0391;239.989;77.6984;253.844;77.2515;206.918;94.234;201.555;103.172;213.622;101.831;209.153;118.814;210.494;140.265;214.963;167.974
1103;178.763;83.0613;230.604;77.2515;189.042;132.221;232.839;126.411;164.909;72.3355;190.83;70.1009;218.538;66.9726;246.246;63.8442;159.546;88.4242;172.06;85.2958;189.489;81.7205;221.666;78.5922;239.989;77.2515;253.844;77.6984;205.578;94.6809;200.215;103.619;212.728;101.384;207.812;122.389;209.153;136.243;211.387;165.739
1104;178.763;83.0613;229.711;78.1453;190.383;131.327;228.37;126.858;163.182;72.9321;192.617;69.654;218.091;67.8664;245.352;65.1849;158.652;87.0834;170.719;85.2958;188.148;81.7205;220.772;79.0391;238.649;78.5922;251.609;78.5922;204.684;94.6809;198.427;102.725;211.834;100.938;206.649;118.785;208.691;136.685;211.834;165.739
1105;182.338;83.9551;233.733;79.486;194.405;134.456;230.604;130.88;166.274;73.6796;192.617;72.3355;222.56;68.3133;248.481;65.1849;160.887;88.8711;174.294;86.1896;191.723;83.0613;223.244;80.2948;241.33;79.0391;255.631;78.1453;208.706;96.9154;202.896;104.96;215.41;103.619;211.018;122.811;212.486;140.713;215.028;170.502
1106;178.763;81.2736;228.817;76.3576;189.042;125.964;225.688;122.836;162.168;71.886;186.807;69.654;216.75;65.1849;243.565;62.9504;156.865;88.4242;170.272;84.402;187.701;80.3798;220.326;77.2515;237.308;76.3576;252.503;75.9107;205.861;94.0903;199.779;101.564;211.834;100.044;205.131;111.663;206.471;132.668;207.812;160.376
1107;180.551;83.9551;231.945;78.1453;191.723;134.009;228.37;129.54;165.27;74.0091;191.277;71.4417;220.326;67.8664;245.799;66.0788;159.993;87.5303;172.506;86.1896;189.489;82.6144;221.582;79.3828;240.436;78.5922;253.844;78.5922;206.918;94.6809;201.555;103.619;214.069;101.831;208.259;117.92;210.94;139.819;213.175;166.186
1108;177.422;85.7427;228.37;79.9329;191.723;134.009;224.348;130.88;163.121;75.9107;188.595;74.1231;217.197;69.2071;243.118;66.5257;156.865;90.2118;169.378;87.9772;187.701;83.5082;219.432;80.8267;237.755;79.9329;252.056;79.0391;205.113;99.3359;197.533;108.088;211.834;105.854;207.365;123.283;208.706;139.819;210.94;168.421
1109;183.232;83.0613;232.392;77.6984;193.958;131.774;232.392;127.305;167.59;72.7824;190.383;71.8886;219.879;68.7602;246.693;64.738;161.781;87.9772;174.741;85.7427;192.17;81.7205;223.454;78.5922;240.883;78.1453;254.291;76.3576;208.706;96.0216;203.343;104.513;215.41;102.725;211.387;123.283;212.298;137.199;214.46;167.478
1110;184.573;83.9551;234.627;78.5922;195.299;130.433;232.839;126.858;169.378;72.7824;194.852;71.8886;224.348;66.9726;248.481;64.738;163.121;87.0834;176.529;85.2958;193.958;82.6144;225.242;79.0391;243.565;78.5922;257.419;77.2515;210.047;94.6809;205.131;102.725;217.197;101.384;211.387;117.92;212.728;134.456;215.856;161.717
1111;183.232;82.1674;232.839;77.2515;192.617;126.411;227.923;123.283;167.56;71.8661;193.064;70.1009;219.879;66.0788;247.587;64.738;161.334;87.0834;174.294;84.402;192.17;80.8267;224.348;77.2515;241.33;77.2515;256.078;76.8046;209.6;94.6809;202.449;102.725;216.303;100.938;209.6;112.557;211.834;131.774;214.963;160.376
1112;182.785;83.0613;233.733;79.0391;193.064;134.009;233.286;128.646;168.931;72.7824;195.299;72.3355;223.007;67.4195;248.481;66.9726;160.887;88.8711;175.188;85.7427;192.17;82.6144;223.901;79.9329;241.777;79.486;255.184;79.0391;209.6;95.5747;203.79;104.513;216.303;103.619;211.387;122.836;213.175;137.137;216.303;165.292
1113;180.551;82.1674;231.051;77.2515;191.723;130.433;227.923;126.411;163.186;73.209;190.383;70.5478;220.326;66.0788;245.352;64.738;160.44;86.1896;172.06;84.8489;189.936;81.7205;220.772;77.6984;239.989;76.8046;252.056;76.3576;205.131;93.3401;201.109;101.831;213.175;100.491;208.706;115.686;210.494;137.137;210.94;164.398
1114;179.657;82.1674;229.264;77.2515;189.489;130.433;229.264;126.411;165.803;70.5478;190.383;70.1009;218.985;66.9726;244.905;65.6319;158.652;87.0834;171.166;84.8489;188.595;81.2736;220.326;78.1453;237.755;77.2515;251.162;77.6984;205.578;92.8932;199.321;101.384;211.834;100.491;206.918;115.686;209.153;136.69;209.6;164.398
1115;183.679;83.9551;234.18;79.0391;195.299;134.456;231.051;130.433;167.59;73.6762;193.511;71.8886;224.795;68.7602;248.928;66.5257;163.121;88.8711;176.082;86.6365;193.064;83.0613;224.348;79.9329;243.118;79.0391;255.184;79.9329;208.706;95.5747;204.237;104.066;216.75;102.278;211.834;117.473;214.963;140.712;215.856;166.186
1116;181.891;86.6365;231.945;80.8267;193.958;134.009;229.711;130.433;166.532;75.56;189.489;75.9107;223.454;70.1009;248.034;67.8664;160.887;90.6587;174.294;87.9772;193.14;85.1338;223.007;81.7205;240.436;81.2736;253.844;80.3798;209.153;97.8092;202.449;106.747;215.41;104.96;210.047;121.942;211.387;141.159;214.069;167.974
1117;181.891;86.6365;231.051;81.7205;189.936;133.115;231.945;128.646;166.697;75.9107;190.83;74.57;219.432;70.5478;245.352;68.3133;159.993;91.9994;173.4;89.7649;190.383;86.1896;222.113;82.1674;239.543;81.2736;252.116;81.4303;205.578;96.0216;200.215;106.3;213.175;104.96;208.259;120.602;210.047;132.221;212.728;160.823
1118;181.445;83.5082;230.604;78.1453;191.723;132.668;231.945;127.752;166.697;74.1231;192.617;72.3355;221.666;66.5257;245.352;66.9726;160.44;91.1056;174.741;85.7427;191.277;82.1674;220.664;79.5119;239.096;78.5922;252.95;79.486;207.812;94.6809;201.109;103.619;213.175;102.278;209.153;122.836;210.047;135.349;212.728;163.505
1119;182.785;82.1674;232.839;76.8046;193.511;131.327;229.711;126.411;168.037;70.9947;194.405;70.9947;221.996;65.7552;247.14;65.1849;162.228;87.0834;174.741;84.402;192.17;80.8267;224.348;78.1453;241.33;77.6984;254.722;76.0263;207.812;91.9994;202.449;102.278;214.963;100.491;210.494;118.367;212.728;138.478;214.963;165.739
1120;182.785;81.7205;231.051;76.3576;190.83;129.093;233.286;125.071;167.59;70.1009;193.064;69.654;222.56;65.6319;247.587;63.3973;161.781;85.7427;174.741;83.0613;192.617;80.3798;222.113;77.2515;240.883;76.8046;253.844;75.4638;208.259;93.787;202.896;101.831;214.516;100.491;210.494;120.155;212.281;132.221;212.728;163.058
1121;184.573;86.1896;233.733;81.2736;196.193;137.137;230.158;133.562;169.522;74.9826;193.064;75.9107;222.56;70.9947;249.375;68.7602;163.568;90.2118;175.635;88.4242;192.617;84.8489;225.242;82.1674;242.671;81.7205;255.184;80.8267;209.6;99.1499;205.131;107.194;216.75;106.3;211.834;121.942;214.516;145.628;217.197;170.208
1122;173.847;102.278;230.158;97.8092;183.232;159.036;234.18;153.673;153.289;92.4463;185.914;86.6365;217.644;82.1674;249.375;86.1896;151.243;106.127;162.228;105.407;184.126;103.172;220.772;100.491;240.436;99.1499;251.609;100.044;208.282;125.924;198.712;134.803;214.516;134.456;207.812;148.757;208.706;165.292;210.047;195.235
1123;169.825;92.8932;226.135;87.5303;177.869;147.416;231.945;140.712;147.48;86.1896;180.998;75.4638;213.175;71.8886;245.799;76.3576;145.692;99.5968;158.652;95.5747;180.104;92.8932;216.75;89.318;236.861;87.9772;247.587;90.2118;202.865;116.397;194.852;123.73;210.047;123.283;203.343;138.478;205.131;152.779;206.918;185.85
1124;182.785;99.1499;239.096;96.0216;189.489;155.46;241.777;150.544;161.781;91.5525;195.299;84.8489;227.923;81.7205;258.313;85.7427;160.44;101.831;172.506;101.384;193.958;100.938;229.264;98.2561;249.821;96.9154;260.547;98.703;217.197;125.071;208.706;133.115;223.901;133.562;217.197;146.075;217.644;166.186;218.985;193.447
1125;176.975;107.194;232.392;102.278;188.595;164.845;233.733;159.482;155.971;97.3623;189.042;91.5525;219.879;88.8711;252.056;91.9994;152.842;113.004;165.803;110.323;188.148;108.535;223.007;104.96;243.565;102.725;253.844;102.278;210.94;131.774;203.343;140.265;218.538;138.925;211.834;154.12;213.175;174.677;214.069;201.939
1126;162.228;128.646;218.091;130.433;164.462;175.571;225.242;179.146;144.351;116.579;168.037;119.708;199.768;118.367;237.755;121.048;145.245;127.752;153.289;129.54;170.272;130.433;206.025;133.115;227.476;131.774;245.799;133.562;178.316;168.421;171.166;169.761;190.383;170.655;183.679;179.146;185.02;201.492;187.701;225.178
1127;176.529;105.854;233.286;102.725;182.338;161.27;235.074;159.036;153.736;97.8092;188.595;91.9994;222.651;90.6215;253.844;91.9994;149.267;109.876;164.015;108.088;187.701;108.088;223.454;105.854;244.459;103.172;255.631;104.513;210.047;135.349;201.524;142.91;218.091;142.947;209.153;156.801;209.6;171.996;210.94;200.598
1128;171.613;103.619;227.029;100.044;179.21;160.823;231.051;155.907;149.267;96.0216;183.679;88.4242;214.963;84.8489;246.246;87.9772;145.692;107.641;159.099;106.3;182.338;105.407;218.091;102.278;239.096;100.938;248.928;99.5968;204.237;129.987;196.108;138.66;210.94;136.69;203.79;152.332;205.131;168.868;208.259;197.023
1129;174.294;106.3;231.498;102.725;183.679;163.952;232.392;159.929;153.289;96.9154;186.807;92.4463;218.985;88.8711;251.162;90.6587;148.82;112.11;162.674;108.982;185.914;107.641;221.219;105.407;242.224;104.066;253.397;104.513;206.918;134.009;199.321;141.606;215.41;140.712;207.365;154.567;208.706;171.102;210.494;199.257
1130;173.847;102.278;229.264;99.5968;184.126;160.823;229.264;158.142;151.502;94.234;186.361;86.6365;218.538;83.9551;248.481;87.5303;147.48;107.641;161.781;104.513;185.467;103.619;219.618;100.863;241.33;99.5968;251.162;99.1499;206.025;129.093;198.427;136.243;214.516;135.796;206.918;149.204;207.812;173.784;208.706;198.81
1131;170.272;103.619;226.135;101.384;178.763;161.27;226.135;159.036;148.82;95.5747;184.126;88.4242;215.856;87.0834;246.246;89.318;147.033;108.535;159.099;105.854;181.891;105.407;216.75;103.619;238.202;102.725;248.034;103.172;202.002;129.987;195.746;138.031;210.494;138.031;202.449;150.991;202.449;172.443;203.767;199.205
1132;162.228;105.854;218.538;102.278;171.613;161.717;221.219;158.589;139.435;98.703;174.741;90.2118;206.471;87.5303;238.202;90.2118;136.754;112.11;150.161;108.982;173.847;107.194;208.259;104.96;231.051;102.725;240.883;102.725;193.511;133.115;187.701;140.712;202.449;138.478;194.852;154.12;197.086;168.421;198.427;198.363
1133;168.484;105.407;223.901;102.278;176.082;161.27;225.242;159.036;146.586;96.4685;180.104;90.6587;212.281;88.8711;244.459;92.8932;141.67;113.004;156.865;107.194;180.551;106.747;214.963;104.96;235.967;103.172;247.587;104.513;199.321;131.327;191.723;140.712;206.918;139.819;199.768;153.673;200.662;169.761;202.002;197.47
1134;162.674;106.3;218.538;102.278;172.06;163.952;219.432;161.27;141.223;99.1499;173.847;90.6587;205.578;87.0834;238.649;91.1056;136.307;112.557;151.502;108.982;172.953;107.641;209.625;104.54;230.604;104.066;240.436;103.619;193.958;132.221;187.701;141.159;203.343;140.265;196.193;153.673;196.193;176.018;196.639;201.939
1135;160.887;104.513;215.856;100.491;171.166;162.611;216.303;159.036;138.988;98.703;172.06;88.8711;204.684;87.5303;236.414;89.7649;134.966;109.429;149.714;106.747;172.06;106.3;206.918;104.066;227.476;101.831;238.202;101.831;190.83;131.774;185.467;138.925;199.321;138.031;192.617;152.332;193.511;174.677;194.852;200.598
1136;166.25;101.831;221.219;97.8092;173.847;156.354;223.901;152.332;144.798;92.8932;177.422;86.1896;209.6;82.1674;241.33;85.7427;143.457;106.747;154.479;102.956;176.529;102.725;212.728;100.938;232.392;98.703;242.671;99.1499;198.427;126.858;191.427;134.83;205.131;134.009;197.98;148.757;198.874;164.845;201.109;193.894
1137;159.993;101.384;214.516;96.0216;168.037;155.013;216.75;150.544;137.201;95.1278;170.272;85.7427;201.555;82.6144;233.733;84.402;135.413;107.194;148.82;103.172;169.825;101.384;205.578;99.1499;225.242;96.4685;236.414;95.5747;192.17;126.411;184.249;132.946;201.109;131.774;192.617;146.522;193.064;162.164;196.193;193.001
1138;170.719;98.2561;226.582;93.787;178.316;152.779;231.498;144.288;147.926;93.787;183.679;83.9551;213.622;80.3798;245.799;83.5082;144.948;102.46;159.099;101.384;180.104;99.5968;217.197;96.4685;235.967;94.6809;248.034;96.0216;201.109;121.942;193.511;131.327;211.387;129.54;202.449;143.394;204.237;158.589;207.812;190.319
1139;160.887;101.384;217.197;98.703;166.25;156.354;219.879;151.438;140.329;94.234;172.506;86.6365;205.578;85.2958;236.414;87.0834;136.104;104.99;150.161;104.066;172.06;103.172;208.259;100.491;228.817;99.5968;239.096;101.831;192.617;127.305;183.971;135.434;200.662;134.456;193.064;148.757;193.511;163.952;194.852;194.341
1140;167.59;104.066;223.901;100.491;170.719;150.544;231.051;145.628;148.82;97.3623;178.316;90.6587;209.153;86.6365;242.671;89.318;147.033;108.535;159.993;105.407;177.422;104.513;214.516;102.278;234.18;100.938;246.693;100.938;195.746;128.199;187.254;137.137;206.918;136.243;197.533;145.181;200.121;168.82;202.002;195.235
1140;67.93;79.0391;111.727;73.2293;69.7176;118.814;109.046;115.686;53.182;69.654;84.0187;70.9947;99.6604;68.7602;126.922;62.0566;47.8191;80.3798;57.2042;79.486;77.762;79.486;100.554;75.9107;120.218;71.4417;125.581;71.4417;92.9568;109.429;81.7841;110.77;102.789;109.429;90.7223;120.155;90.2754;129.54;89.8285;143.841
1141;185.467;92.8932;223.454;89.318;187.701;125.518;226.582;121.942;175.188;87.0834;192.17;80.8267;214.359;77.9058;235.967;81.7205;175.188;96.9154;179.21;95.1278;192.17;92.8932;217.197;90.6587;230.604;90.6587;242.671;93.787;199.321;101.384;195.746;107.641;206.471;107.641;202.449;114.792;205.578;131.327;205.578;153.673
1142;163.568;104.513;220.326;100.044;172.506;161.27;221.219;156.801;142.117;96.4685;175.188;89.318;206.918;84.8489;240.883;88.8711;138.922;106.768;151.34;105.642;174.294;105.407;209.579;102.178;232.392;100.491;243.118;105.854;196.193;131.327;187.254;138.478;202.896;138.031;195.746;152.332;196.639;176.912;197.086;202.833
1143;164.015;107.641;220.772;102.725;176.529;167.527;221.219;163.505;142.117;99.1499;176.529;92.8932;207.812;88.8711;240.883;91.9994;138.095;113.898;152.396;110.77;175.635;108.982;211.834;105.407;232.392;103.619;243.565;105.854;196.639;133.562;189.489;142.053;205.131;141.159;197.98;155.907;199.768;181.381;199.321;205.514
1144;164.015;107.641;219.879;104.96;172.506;165.292;220.772;161.27;140.776;101.384;175.635;91.1056;208.259;87.9772;240.883;93.3401;136.198;111.839;151.502;110.77;174.741;108.982;210.94;106.747;232.392;105.407;243.118;109.429;195.299;132.668;188.449;141.391;203.343;142.053;195.746;155.907;195.746;171.102;195.776;200.702
1145;162.228;107.641;219.432;104.066;173.4;166.633;218.091;164.398;139.882;101.831;174.741;92.4463;207.365;89.318;239.096;93.3401;136.153;111.622;151.502;110.323;173.847;109.429;210.048;105.649;231.498;104.96;242.224;108.088;193.511;134.903;186.361;142.5;202.002;142.053;195.299;156.354;195.746;180.487;194.792;205.457
1146;164.015;105.407;220.772;102.725;173.4;163.952;221.219;161.27;142.117;98.703;176.082;90.6587;207.365;87.5303;240.883;93.3401;140.036;108.39;151.949;109.429;174.294;107.194;209.6;105.407;232.392;104.066;242.671;107.194;196.193;132.221;187.254;139.819;202.002;138.925;195.299;153.226;195.746;174.23;198.136;200.465
1147;159.546;108.982;215.41;103.619;166.697;163.952;219.879;159.036;136.754;102.725;169.825;92.8932;201.555;89.7649;235.074;92.4463;134.519;113.451;147.58;110.592;170.272;109.876;205.131;107.194;226.135;104.513;237.308;106.3;189.936;135.796;183.232;142.5;197.98;141.606;191.277;155.46;192.617;174.677;193.064;202.386
1148;170.719;95.1278;228.37;91.5525;178.763;151.885;229.264;148.757;148.373;88.8711;183.679;79.0391;215.856;75.9107;249.821;82.1674;147.48;101.384;160.44;97.8092;181.891;96.0216;219.432;93.3401;239.096;92.4463;250.715;96.4685;204.684;119.261;195.746;127.752;210.94;127.305;203.79;142.5;203.79;162.611;204.237;193.001
1149;167.144;99.1499;223.901;94.6809;174.741;156.801;224.348;152.779;143.904;91.9994;179.21;83.0613;210.94;79.0391;244.905;83.9551;140.776;104.066;155.524;101.384;178.316;99.5968;214.516;96.9154;235.074;95.5747;246.693;99.5968;200.215;125.071;191.723;132.668;207.365;132.221;199.768;146.075;200.662;168.421;199.768;194.788
1150;169.825;100.044;226.582;96.9154;180.551;158.589;227.476;155.907;147.48;94.234;182.338;85.7427;213.175;82.6144;247.587;85.2958;145.245;106.3;159.099;103.172;182.785;102.278;216.169;98.9516;238.202;97.3623;250.268;100.491;201.109;128.646;194.852;136.69;209.6;135.349;202.449;150.544;203.79;169.314;204.684;194.788
1151;164.909;97.8092;220.772;93.787;175.188;154.567;221.666;151.438;143.457;89.7649;176.529;82.1674;208.706;78.5922;240.883;81.7205;140.329;103.172;154.183;100.044;176.082;98.2561;211.834;95.5747;232.839;94.234;244.459;94.234;197.98;124.177;189.936;130.88;205.131;129.987;197.98;144.735;199.321;164.845;200.662;193.447
1152;172.06;98.2561;228.37;93.3401;179.657;151.438;231.945;146.075;150.161;91.5525;185.02;83.5082;216.089;80.5662;246.693;81.2736;147.48;104.066;161.781;100.938;183.679;99.1499;218.091;96.0216;239.543;94.234;249.375;94.234;206.652;124.304;196.869;132.334;211.834;130.88;206.471;144.735;206.471;158.589;208.509;189.118
1153;176.082;76.3576;229.264;76.8046;179.21;136.243;226.135;134.903;151.055;63.8442;188.595;65.6319;211.834;64.738;252.056;65.1849;150.707;79.313;166.25;76.8046;186.361;79.0391;219.183;77.1991;238.649;77.2515;252.95;77.6984;201.555;109.876;192.17;113.451;210.494;113.004;202.449;129.093;203.343;148.757;202.931;172.889
1154;168.037;87.0834;224.348;84.8489;175.188;150.991;222.113;148.757;142.564;75.0169;184.126;76.3576;205.578;74.57;247.14;73.6762;140.725;91.2583;157.312;87.9772;180.551;89.7649;213.174;86.3669;234.627;85.7427;249.821;87.5303;195.746;124.177;185.914;126.411;206.471;125.964;197.533;144.735;197.086;159.482;197.98;187.191
1155;181.891;78.5922;238.202;78.1453;180.998;133.562;239.096;132.221;156.865;64.2911;197.086;65.6319;219.879;64.2911;260.994;65.1849;158.3;80.0394;171.166;79.0391;193.511;80.8267;226.582;79.0391;247.14;77.2515;263.229;78.5922;206.918;116.132;198.874;116.132;221.219;115.686;209.6;129.54;209.153;154.12;210.94;180.04
1156;170.272;97.8092;225.242;96.4685;165.356;148.31;228.817;146.522;144.351;83.5082;183.232;83.9551;204.684;82.6144;247.587;82.6144;143.457;98.2561;159.546;98.703;179.657;99.1499;215.41;98.703;234.627;96.9154;250.268;98.703;193.958;130.88;184.126;133.562;206.471;133.562;194.852;144.735;195.932;167.847;197.667;197.52
1157;175.635;69.2071;233.286;68.7602;179.657;132.668;230.158;132.221;149.714;55.353;189.936;55.353;215.41;55.7999;258.313;55.7999;149.862;72.5994;165.356;69.654;186.807;71.4417;223.007;70.9947;243.565;68.7602;259.653;71.4417;200.662;107.641;192.17;109.876;213.622;108.982;203.79;125.964;205.131;149.204;204.833;174.523
1158;168.484;73.2293;227.476;70.1009;173.4;136.243;227.029;134.903;141.67;61.1628;183.232;60.269;206.471;59.3751;251.162;55.7999;143.143;75.5481;157.312;73.6762;180.551;75.4638;217.197;72.3355;237.755;70.5478;254.291;73.2293;195.746;111.663;187.701;115.239;207.812;113.004;198.427;132.221;199.321;146.969;200.662;176.018
1159;171.613;79.0391;227.923;77.6984;173.4;139.372;227.476;139.372;145.245;63.3973;185.914;65.6319;209.153;65.6319;252.503;65.6319;142.564;83.0613;160.44;78.5922;181.891;80.3798;218.538;79.0391;238.649;78.5922;252.503;82.6144;195.746;116.579;188.086;117.49;207.812;117.473;198.427;134.456;198.874;150.991;198.874;180.934
1160;174.294;87.5303;233.733;86.1896;179.21;152.779;233.733;151.438;146.586;71.8886;188.595;74.57;214.069;75.0169;259.653;72.7824;146.459;90.2592;162.674;87.0834;186.807;89.7649;223.007;87.9772;246.246;86.6365;260.994;87.9772;202.002;127.752;192.617;130.433;214.069;128.199;203.343;146.522;202.896;168.868;205.131;194.788
1161;172.06;89.7649;233.286;87.9772;173.4;153.673;231.945;153.226;144.351;74.57;187.254;75.9107;213.175;75.0169;258.313;73.6762;143.457;90.2118;161.334;89.318;184.126;91.9994;221.267;89.3357;243.118;88.8711;260.547;91.1056;199.768;132.221;189.962;133.178;212.281;131.774;201.109;152.779;201.109;165.292;201.109;195.235
1162;161.781;92.4463;223.454;90.6587;168.484;165.739;216.75;163.505;134.966;77.6984;179.18;84.5014;201.555;79.486;248.928;76.8046;132.079;92.5746;150.161;93.787;173.847;95.5747;210.94;93.787;234.18;91.9994;252.503;93.3401;189.936;138.031;180.104;140.712;202.002;140.265;190.383;162.611;191.277;175.571;192.17;201.492
1163;181.445;45.521;235.074;46.8617;181.891;101.384;234.627;100.491;156.865;31.6669;196.639;31.22;218.538;30.773;258.76;35.2421;155.524;47.3086;171.166;45.521;193.064;46.4148;224.825;46.672;246.542;47.2144;260.547;49.9901;207.365;72.3355;198.975;78.1122;217.644;77.6984;207.812;94.6809;207.365;108.535;206.889;140.108
1164;171.166;67.8664;228.817;69.2071;173.4;129.54;229.711;130.88;148.82;53.5653;187.701;54.9061;212.728;54.0123;257.419;56.6937;147.48;69.654;162.674;68.7602;185.467;70.5478;220.772;70.9947;241.106;70.6841;256.525;72.3355;197.086;104.513;188.148;108.535;209.153;107.641;198.427;125.518;198.874;140.265;198.874;171.102
1165;180.551;79.9329;239.989;79.0391;181.445;145.628;240.436;144.735;151.502;65.1849;196.193;66.9726;222.113;67.4195;267.251;66.5257;150.161;79.486;168.484;80.3798;191.723;83.0613;229.264;82.1674;252.056;80.8267;268.592;83.5082;210.047;122.389;197.98;123.73;222.56;122.389;209.6;139.372;208.259;162.164;207.812;191.66
